id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city
38599268.0,Yeomans By the Caves - Ocean Front Apartment,294312919,Don,Saint John,Saint Martins,45.35928,-65.52843,Entire home/apt,115,2,46,2022-11-12,1.12,3,320,12,,New Brunswick
38624288.0,"Central to EVERYTHING, 130 year Old Historic Charm",16711573,Harrison,Saint John,City of Saint John,45.27089,-66.05886,Entire home/apt,119,1,220,2023-03-26,5.11,1,241,140,,New Brunswick
38637769.0,Pioneer Lodge & Log Cabins,165611254,Amanda,Queens,Waterborough,46.04578,-65.81793,Entire home/apt,149,2,26,2022-08-09,0.78,1,172,6,,New Brunswick
38646928.0,Little Bita Country,295254055,Tammy,Kings,Rothesay,45.44887,-65.92938,Entire home/apt,80,2,61,2023-02-12,1.44,1,120,25,,New Brunswick
38746215.0,Family home/wooded backyard - 8.5km to DT Moncton,126162425,Melanie,Westmorland,Moncton,46.05869,-64.88178,Entire home/apt,190,2,42,2022-08-30,1.28,1,133,22,,New Brunswick
38816739.0,Peaceful Beach Cottage,294943557,Jessica,Westmorland,Shediac,46.23625,-64.52159,Entire home/apt,158,7,4,2022-08-27,0.13,1,131,2,,New Brunswick
38822035.0,Downtown Boutique Studio Apartment,209989112,Nick,Northumberland,Newcastle,47.00061,-65.56466,Entire home/apt,90,1,31,2021-10-16,0.74,1,0,0,,New Brunswick
38822640.0,Uptown   3,288088082,Rick,Saint John,City of Saint John,45.2809,-66.05442,Private room,30,1,15,2023-01-23,0.37,21,55,3,,New Brunswick
38853309.0,Lei's One-bedroom Riverview Villa in Downtown,297495960,Lei,York,Fredericton,45.96514,-66.66091,Private room,76,3,4,2022-12-18,0.1,1,261,1,,New Brunswick
38864681.0,Large Country Home Overlooking the Lake,265907771,Nancy,Queens,Wickham,45.72734,-65.99991,Entire home/apt,130,2,34,2022-09-26,1.0,4,326,13,,New Brunswick
38903257.0,Beautiful LakeSide Cottage w/ Stunning Views,25073915,Chris,Queens,Canning,45.9635118409396,-66.0659465566278,Entire home/apt,389,2,3,2022-09-25,0.4,1,340,3,,New Brunswick
38920430.0,"Private King Room in Clean, Spacious  Shared Home",146216592,Shane,York,Saint Marys,45.9438,-66.58939,Private room,33,1,24,2020-03-15,0.56,7,56,0,,New Brunswick
38945648.0,Walking  or driving  is very close to everything,298284067,Maggie,Gloucester,Bathurst,47.61291,-65.66828,Shared room,125,30,0,,,1,173,0,,New Brunswick
38974969.0,Netty's Nest,298583660,Annette,Westmorland,Moncton,46.10462,-64.79903,Entire home/apt,125,1,54,2023-01-30,1.27,2,350,22,,New Brunswick
39138231.0,Shams Abode,215518968,Shamsudeen,Saint John,City of Saint John,45.32056,-65.98545,Entire home/apt,55,1,5,2021-06-04,0.13,1,1,0,,New Brunswick
39154315.0,Brand new Gorgeous Condo Near UNB & Hospital Coffe,19544450,Sure Home Stays (Saint John),Saint John,City of Saint John,45.29621,-66.09408,Entire home/apt,148,1,47,2022-12-22,1.14,6,171,7,,New Brunswick
39178492.0,Comfortable Walkout Apartment to call home,286967645,Emillie & Kleber,Westmorland,Moncton,46.09372,-64.71883,Entire home/apt,85,2,50,2023-03-19,1.2,1,0,22,,New Brunswick
39219298.0,Modern 1 bedroom with lots of extras,300948108,Vicky,Victoria,Andover,46.82035,-67.73436,Private room,300,7,7,2020-02-14,0.17,1,90,0,,New Brunswick
39229338.0,"Todd Mansion ""The Kilbourne Suite""",301101333,Kathy,Charlotte,Saint Stephen,45.19501,-67.28024,Entire home/apt,139,1,9,2023-02-25,1.41,1,301,9,,New Brunswick
39359234.0,"Incredible views, hot tub, 12 mins. to downtown",29587780,Peggy,York,Douglas,45.98944,-66.76748,Entire home/apt,211,2,54,2023-03-08,1.36,1,25,15,,New Brunswick
39362623.0,Endroit douillet en Acadie.,80523518,Famille,Gloucester,Caraquet,47.77143,-65.028,Private room,99,1,0,,,8,0,0,,New Brunswick
39389363.0,"Beautifully restored home in St. Stephen, NB",74617512,Diana,Charlotte,Saint Stephen,45.19355,-67.28893,Entire home/apt,155,2,51,2022-11-05,1.24,1,273,11,,New Brunswick
39394608.0,*Bright 3 bedroom flat in beautiful Mt. Pleasant*,302595763,Kate And Pat,Saint John,City of Saint John,45.28529,-66.05513,Entire home/apt,130,3,33,2023-03-20,1.01,1,214,20,,New Brunswick
39478038.0,"Bright, quiet one bedroom apartment in nature",2979774,Jason,Sunbury,Lincoln,45.82912,-66.58992,Entire home/apt,61,2,63,2023-02-19,1.51,1,5,13,,New Brunswick
39601864.0,Cocagne New-Brunswick ocean view cottage,303916371,Jenny-Lyne,Kent,Dundas,46.33547,-64.63283,Entire home/apt,150,4,11,2022-08-16,0.34,1,154,5,,New Brunswick
