id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5.53389817962328E+017,Botanical 1 BD+Den 51st Floor w/ lake & city views,10202618,Globalstay,,Waterfront Communities-The Island,43.64137,-79.38229,Entire home/apt,193,28,0,,,73,0,0,
5.53401288995639E+017,Lovely Bright 1 Bedroom in Great Area - Sleeps 4!,443226324,Achela,,Waterfront Communities-The Island,43.64126,-79.39835,Entire home/apt,99,1,25,2022-10-29,1.89,1,87,18,STR-2112-FSZKVC
5.53473101973146E+017,2 bed & 2 bath/incredible view/parking/gym/pool,846505,Julie,,Waterfront Communities-The Island,43.64121,-79.39801,Entire home/apt,400,28,18,2023-01-09,1.68,49,19,18,STR-2201-GPLDVG
5.535138018563E+017,3 Bedroom Oasis in Little Portugal,253678734,Nesty,,Little Portugal,43.64796,-79.43326,Entire home/apt,200,30,0,,,13,130,0,
5.5361257542801E+017,Boho Getaway in Toronto’s Upper Junction,130178952,Sarah,,Junction Area,43.67808,-79.47334,Private room,65,28,2,2022-06-01,0.16,4,266,2,STR-2011-HMDRVK
5.53679637303116E+017,Designer industrial loft with balcony,27220193,Jacqueline,,Niagara,43.64025,-79.41501,Entire home/apt,136,28,1,2022-08-28,0.15,1,297,1,
54222643,King West Luxury Apartment,159864992,Danilo,,Waterfront Communities-The Island,43.64493,-79.40031,Entire home/apt,310,28,3,2022-08-31,0.36,1,0,3,
5.53717575426409E+017,TIFF Downtown Luxury Furnished Condo (1+1 - 2 bed),443306346,Ekaterina,,Waterfront Communities-The Island,43.64771,-79.38944,Entire home/apt,150,183,0,,,2,190,0,
5.53721557900124E+017,Lovely 1BDRM Downtown Condo - Fort York,433602944,Riddhi Batukbhai,,Niagara,43.63887,-79.40239,Entire home/apt,120,30,2,2022-07-12,0.18,1,1,2,
5.538262891386E+017,Breathtaking views of Toronto Downtown,335179566,Emmanuella,,Bay Street Corridor,43.65463,-79.38137,Entire home/apt,237,1,52,2023-03-09,4.23,1,251,51,STR-2202-FDZKVB
5.54107797139464E+017,Cheerful large room with 2 Twin beds,432507705,Inez,,Thistletown-Beaumond Heights,43.73144,-79.55955,Private room,54,28,1,2022-06-30,0.12,5,365,1,
5.5427395934459E+017,Cozy Bedroom,402775527,Nabeela,,Rouge,43.7997,-79.15035,Private room,108,28,2,2022-05-01,0.15,3,341,1,Exempt
